modelo,nome,posto,entrada,saida,duracao,perna
Actros,Actros_0,30B,330.0,1082.0,752.0,2
Actros,Actros_0,31B,1082.0,1637.0,555.0,2
Accelo,Accelo_2,30A,1412.0,1665.0,253.0,1
Actros,Actros_1,30B,1082.0,1834.0,752.0,2
Accelo,Accelo_2,31A,1665.0,1981.0,316.0,1
Atego,Atego_3,30A,1742.0,2056.0,314.0,1
Atego,Atego_3,31A,2056.0,2370.0,314.0,1
Actros,Actros_1,31B,1834.0,2389.0,555.0,2
Actros,Actros_0,32B,1637.0,2602.0,965.0,2
Accelo,Accelo_5,30A,2402.0,2655.0,253.0,1
Actros,Actros_4,30B,2072.0,2824.0,752.0,2
Accelo,Accelo_5,31A,2655.0,2971.0,316.0,1
Atego,Atego_6,30A,2732.0,3046.0,314.0,1
Accelo,Accelo_2,32A,1981.0,3049.0,1068.0,1
Atego,Atego_6,31A,3046.0,3360.0,314.0,1
Atego,Atego_7,30A,3062.0,3376.0,314.0,1
Actros,Actros_4,31B,2824.0,3379.0,555.0,2
Actros,Actros_1,32B,2389.0,3567.0,1178.0,2
Actros,Actros_0,32D,2602.0,3590.0,988.0,2
Atego,Atego_7,31A,3376.0,3690.0,314.0,1
Actros,Actros_8,30B,3392.0,4144.0,752.0,2
Atego,Atego_3,32A,2370.0,4183.0,1813.0,1
Accelo,Accelo_10,30A,4052.0,4305.0,253.0,1
Actros,Actros_4,32B,3379.0,4532.0,1153.0,2
Actros,Actros_1,32D,3567.0,4578.0,1011.0,2
Accelo,Accelo_10,31A,4305.0,4621.0,316.0,1
Accelo,Accelo_2,32C,3049.0,4628.0,1579.0,1
Accelo,Accelo_11,30A,4382.0,4635.0,253.0,1
Actros,Actros_8,31B,4144.0,4699.0,555.0,2
Accelo,Accelo_11,31A,4635.0,4951.0,316.0,1
Atego,Atego_12,30A,4712.0,5026.0,314.0,1
Accelo,Accelo_5,32A,2971.0,5251.0,2280.0,1
Atego,Atego_12,31A,5026.0,5340.0,314.0,1
Atego,Atego_13,30A,5042.0,5356.0,314.0,1
Actros,Actros_4,32D,4532.0,5566.0,1034.0,2
Actros,Actros_8,32B,4699.0,5664.0,965.0,2
Atego,Atego_13,31A,5356.0,5670.0,314.0,1
Atego,Atego_14,30A,5372.0,5686.0,314.0,1
Atego,Atego_14,31A,5686.0,6000.0,314.0,1
Atego,Atego_15,30A,5702.0,6016.0,314.0,1
Atego,Atego_3,32C,4183.0,6207.5,2024.5,1
Accelo,Accelo_2,33A,4628.0,6211.0,1583.0,1
Atego,Atego_15,31A,6016.0,6330.0,314.0,1
Atego,Atego_6,32A,3360.0,6385.0,3025.0,1
Actros,Actros_8,32D,5664.0,6652.0,988.0,2
Atego,Atego_17,30A,6362.0,6676.0,314.0,1
Actros,Actros_16,30B,6032.0,6784.0,752.0,2
Atego,Atego_17,31A,6676.0,6990.0,314.0,1
Atego,Atego_18,30A,6692.0,7006.0,314.0,1
Atego,Atego_18,31A,7006.0,7320.0,314.0,1
Actros,Actros_16,31B,6784.0,7339.0,555.0,2
Atego,Atego_7,32A,3690.0,7519.0,3829.0,1
